timestamp|site|scenario|bot_id|event_type|attempt_number|global_index|question_uid
2026-03-16 14:17:40|gpt|web_search|1|RESTART||8|c0c12101-5360-4c2c-8e40-197add817629
2026-03-16 14:18:08|gpt|web_search|1|STOP||8|c0c12101-5360-4c2c-8e40-197add817629
2026-03-16 14:21:36|gpt|web_search|1|RESTART||8|c0c12101-5360-4c2c-8e40-197add817629
2026-03-16 14:21:44|gpt|web_search|1|STOP||8|c0c12101-5360-4c2c-8e40-197add817629
2026-03-16 14:24:26|gpt|web_search|1|RESTART||8|c0c12101-5360-4c2c-8e40-197add817629
2026-03-16 14:24:58|gpt|web_search|1|STOP||8|c0c12101-5360-4c2c-8e40-197add817629
2026-03-16 17:45:00|gpt|web_search|1|RESTART||8|c0c12101-5360-4c2c-8e40-197add817629
2026-03-16 17:45:37|gpt|web_search|1|STOP||8|c0c12101-5360-4c2c-8e40-197add817629
2026-03-16 17:46:56|gpt|web_search|1|RESTART||8|c0c12101-5360-4c2c-8e40-197add817629
