timestamp|site|scenario|bot_id|event_type|attempt_number|global_index|question_uid
2026-03-19 10:37:14|gemini|thinking|2|RESTART||706|9a426e06-3237-471c-bf4b-9054f04fcf57
2026-03-19 10:38:38|gemini|thinking|2|QUESTION_SENT||706|9a426e06-3237-471c-bf4b-9054f04fcf57
2026-03-19 10:43:33|gemini|thinking|2|JSON_VERIFIED||706|9a426e06-3237-471c-bf4b-9054f04fcf57
2026-03-19 10:43:33|gemini|thinking|2|QUESTION|1|706|9a426e06-3237-471c-bf4b-9054f04fcf57
2026-03-19 10:43:33|gemini|thinking|2|JSON_SAVED||706|9a426e06-3237-471c-bf4b-9054f04fcf57
2026-03-19 10:43:33|gemini|thinking|2|QUESTION_ADVANCE||707|4933db8a-488d-4e0a-9c25-a2d673603e7f
2026-03-19 10:43:50|gemini|thinking|2|QUESTION_SENT||707|4933db8a-488d-4e0a-9c25-a2d673603e7f
2026-03-19 10:44:38|gemini|thinking|2|STOP||707|4933db8a-488d-4e0a-9c25-a2d673603e7f
