timestamp|event_type|attempt_number|global_index|question_uid
2026-03-20 15:20:06|RESTART||349|354823dc-0c3e-4bf1-8069-668015dbe822
2026-03-20 15:23:29|QUESTION_SENT||349|354823dc-0c3e-4bf1-8069-668015dbe822
2026-03-20 15:29:11|JSON_VERIFIED||349|354823dc-0c3e-4bf1-8069-668015dbe822
2026-03-20 15:29:11|QUESTION|1|349|354823dc-0c3e-4bf1-8069-668015dbe822
2026-03-20 15:29:11|JSON_SAVED||349|354823dc-0c3e-4bf1-8069-668015dbe822
2026-03-20 15:29:11|QUESTION_ADVANCE||350|aaea48c9-9215-4f67-84f7-a6451ce33177
2026-03-20 15:31:20|QUESTION_SENT||350|aaea48c9-9215-4f67-84f7-a6451ce33177
2026-03-20 15:36:47|JSON_VERIFIED||350|aaea48c9-9215-4f67-84f7-a6451ce33177
2026-03-20 15:36:47|QUESTION|2|350|aaea48c9-9215-4f67-84f7-a6451ce33177
2026-03-20 15:36:47|JSON_SAVED||350|aaea48c9-9215-4f67-84f7-a6451ce33177
2026-03-20 15:36:48|STOP||351|
2026-03-20 16:03:37|RESTART||338|d2b359d9-5381-43a4-86d8-03d752cfe5d5
2026-03-20 16:14:55|RESTART||338|d2b359d9-5381-43a4-86d8-03d752cfe5d5
2026-03-20 16:20:19|RESTART||338|d2b359d9-5381-43a4-86d8-03d752cfe5d5
2026-03-20 16:22:48|QUESTION_SENT||338|d2b359d9-5381-43a4-86d8-03d752cfe5d5
2026-03-20 16:26:21|JSON_VERIFIED||338|d2b359d9-5381-43a4-86d8-03d752cfe5d5
2026-03-20 16:26:21|QUESTION|1|338|d2b359d9-5381-43a4-86d8-03d752cfe5d5
2026-03-20 16:26:21|JSON_SAVED||338|d2b359d9-5381-43a4-86d8-03d752cfe5d5
2026-03-20 16:26:22|STOP||339|
